-00:00:02.0070000		Run Escape casts Ruin III on Ramuh
00:07:15.5880000		Demi-Phoenix gains Mage's Ballad from Blue Fever
00:07:15.5880000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:15.5880000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:15.5880000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:15.5880000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:15.5880000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:15.5880000		Run Escape gains Mage's Ballad from Blue Fever
00:07:15.8560000		Dan Tam prepares Trick Attack on Ramuh 13235
00:07:15.8560000		Ramuh gains Vulnerability Up from Dan Tam
00:07:16.2570000		Yujin Ahn prepares Heavy Swing on Ramuh 6733
00:07:16.2570000		Yujin Ahn prepares Attack on Ramuh 6516 (CRITICAL)
00:07:16.3010000		Blue Fever Shot Ramuh 4111
00:07:16.3470000		Ramuh prepares Unknown_4Bc9 on Minju Rose +21312 (CRITICAL)
00:07:16.3910000		The limit break guage has been updated to 26320. 3 bars are available.
00:07:16.4380000		Blue Fever prepares Iron Jaws on Ramuh 6029 (DIRECT HIT)
00:07:16.4800000		Minju Rose prepares Attack on Ramuh 2417
00:07:16.5250000		Minju Rose prepares Fast Blade on Ramuh 7183 (DIRECT HIT)
00:07:16.5250000		Dan Tam prepares Shadow Fang on Ramuh 7703
00:07:16.5250000		Dan Tam prepares Attack on Ramuh 3752
00:07:16.5690000		Blue Fever Empyreal Arrow Ramuh 10898
00:07:16.6590000		Dan Tam Trick Attack Ramuh 13235
00:07:16.7030000		Yoo Rose prepares Ruin IV on Ramuh 33052 (CRITICAL)
00:07:16.7030000		Yoo Rose gains Further Ruin from Yoo Rose
00:07:16.7920000		Yujin Ahn Heavy Swing Ramuh 6733
00:07:16.7920000		Yujin Ahn Attack Ramuh 6516
00:07:16.9700000		Aihyooni Yoomi prepares Broil III on Ramuh 23343 (CRITICAL)
00:07:17.0140000		Minju Rose Attack Ramuh 2417
00:07:17.0590000		Dan Tam Shadow Fang Ramuh 7703
00:07:17.0590000		Ramuh gains Shadow Fang from Dan Tam
00:07:17.0590000		Dan Tam Attack Ramuh 3752
00:07:17.1040000		Blue Fever Iron Jaws Ramuh 6029
00:07:17.1490000		Minju Rose Fast Blade Ramuh 7183
00:07:17.1490000		Ramuh Unknown_4Bc9 Minju Rose 21312
00:07:17.2380000		Dan Tam prepares Dream Within A Dream on Ramuh 7862
00:07:17.2380000		Dan Tam prepares Dream Within A Dream on Ramuh 10045 (DIRECT HIT)
00:07:17.2380000		Dan Tam prepares Dream Within A Dream on Ramuh 7670
00:07:17.2380000		Dan Tam gains Assassinate Ready from Dan Tam
00:07:17.4620000		Yoo Rose gains Aetherflow from Yoo Rose
00:07:17.4620000		Yoo Rose prepares Energy Drain on Ramuh 8517 (DIRECT HIT)
00:07:17.5060000		Yoo Rose Ruin IV Ramuh 33052
00:07:17.6400000		Run Escape dies.
00:07:17.7740000		Aihyooni Yoomi Broil III Ramuh 23343
00:07:17.8180000		Dengue Fever prepares Medica II on Dengue Fever +14309 (CRITICAL)
00:07:17.8180000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9370
00:07:17.8180000		Dengue Fever prepares Medica II on Minju Rose +9065
00:07:17.8180000		Dengue Fever prepares Medica II on Dan Tam +9365
00:07:17.8180000		Dengue Fever prepares Medica II on Yujin Ahn +8908
00:07:17.8180000		Dengue Fever prepares Medica II on Blue Fever +13940 (CRITICAL)
00:07:17.8180000		Dengue Fever prepares Medica II on Yoo Rose +9235
00:07:17.9070000		Ruby Carbuncle prepares Burning Strike on Ramuh 5467 (DIRECT HIT)
00:07:17.9530000		Dan Tam Dream Within A Dream Ramuh 7862
00:07:17.9530000		Will Of Ixion Gallop  0
00:07:18.0860000		Dan Tam Dream Within A Dream Ramuh 10045
00:07:18.1750000		Yoo Rose gains Aetherflow from Yoo Rose
00:07:18.1750000		Yoo Rose prepares Fester on Ramuh 20811
00:07:18.2190000		Dan Tam Dream Within A Dream Ramuh 7670
00:07:18.4880000		Yoo Rose Energy Drain Ramuh 8517
00:07:18.5770000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:18.5770000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:18.5770000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:18.5770000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:18.5770000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:18.5770000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:18.5770000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:18.6210000		Blue Fever prepares Shot on Ramuh 4056
00:07:18.6210000		Dan Tam prepares Ten on Dan Tam 
00:07:18.6210000		Yujin Ahn prepares Maim on Ramuh 14879 (CRITICAL)
00:07:18.6210000		Dan Tam gains Mudra from Dan Tam
00:07:18.6650000		Dengue Fever Medica II Dengue Fever 14309
00:07:18.6650000		Dengue Fever gains Medica II from Dengue Fever
00:07:18.7100000		Ruby Carbuncle Burning Strike Ramuh 5467
00:07:18.7100000		Dan Tam prepares Attack on Ramuh 3859
00:07:18.7990000		Dengue Fever Medica II Blue Fever 9370
00:07:18.7990000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:07:18.8440000		Minju Rose gains Surge Protection from 
00:07:18.9320000		Dengue Fever Medica II Minju Rose 9065
00:07:18.9320000		Minju Rose gains Medica II from Dengue Fever
00:07:18.9330000		Blue Fever prepares Burst Shot on Ramuh 14914 (DIRECT HIT)
00:07:19.0660000		Dengue Fever Medica II Dan Tam 9365
00:07:19.0660000		Dan Tam gains Medica II from Dengue Fever
00:07:19.1110000		Yoo Rose Fester Ramuh 20811
00:07:19.1110000		Dan Tam prepares Chi on Dan Tam 
00:07:19.1110000		Dan Tam gains Mudra from Dan Tam
00:07:19.1990000		Dengue Fever Medica II Yujin Ahn 8908
00:07:19.1990000		Yujin Ahn gains Medica II from Dengue Fever
00:07:19.2450000		Dan Tam Attack Ramuh 3859
00:07:19.2450000		Yujin Ahn Maim Ramuh 14879
00:07:19.3330000		Dengue Fever Medica II Blue Fever 13940
00:07:19.3330000		Blue Fever gains Medica II from Dengue Fever
00:07:19.3780000		Blue Fever Shot Ramuh 4056
00:07:19.3780000		The limit break guage has been updated to 26490. 3 bars are available.
00:07:19.4670000		Dengue Fever Medica II Yoo Rose 9235
00:07:19.4670000		Yoo Rose gains Medica II from Dengue Fever
00:07:19.4680000		Minju Rose prepares Shield Lob on Ramuh 3322
00:07:19.6010000		Aihyooni Yoomi prepares Broil III on Ramuh 22418 (CRITICAL)
00:07:19.6460000		Dan Tam prepares Raiton on Ramuh 32541
00:07:19.9140000		Yujin Ahn gains Surge Protection from 
00:07:20.0480000		Dengue Fever prepares Dia on Ramuh 13719 (CRITICAL)
00:07:20.2710000		Aihyooni Yoomi prepares Ruin II on Ramuh 19203 (CRITICAL)
00:07:20.3610000		Minju Rose Shield Lob Ramuh 3322
00:07:20.3610000		Dan Tam Raiton Ramuh 32541
00:07:20.3610000		Dan Tam prepares Assassinate on Ramuh 15312 (CRITICAL)
00:07:20.4050000		Blue Fever Burst Shot Ramuh 14914
00:07:20.4050000		Aihyooni Yoomi Broil III Ramuh 22418
00:07:20.4050000		Blue Fever gains Surge Protection from 
00:07:20.4050000		Ramuh prepares Fury's Bolt on Ramuh 
00:07:20.4500000		Yujin Ahn prepares Nascent Flash on Minju Rose 
00:07:20.8960000		Dan Tam prepares Attack on Ramuh 5864 (CRITICAL)
00:07:21.0300000		Dengue Fever gains Surge Protection from 
00:07:21.0740000		Will Of Ixion Gallop  0
00:07:21.0740000		Minju Rose gains Nascent Glint from Yujin Ahn
00:07:21.0740000		Will Of Ixion Gallop  0
00:07:21.0740000		Yujin Ahn gains Nascent Flash from Yujin Ahn
00:07:21.1190000		Dan Tam prepares Spinning Edge on Ramuh 8893
00:07:21.1190000		Yoo Rose prepares Ruin III on Ramuh 16632 (DIRECT HIT)
00:07:21.1620000		Dan Tam Assassinate Ramuh 15312
00:07:21.1630000		Ruby Carbuncle prepares Burning Strike on Ramuh 4104
00:07:21.2070000		Aihyooni Yoomi Ruin II Ramuh 19203
00:07:21.3420000		Dengue Fever Dia Ramuh 13719
00:07:21.3420000		Ramuh gains Dia from Dengue Fever
00:07:21.3860000		Will Of Ixion Gallop  0
00:07:21.3860000		Ramuh gains Fury's Bolt from Ramuh
00:07:21.3860000		Blue Fever prepares Burst Shot on Ramuh 11321
00:07:21.4310000		Dan Tam Attack Ramuh 5864
00:07:21.5200000		Dan Tam Spinning Edge Ramuh 8893
00:07:21.5650000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:21.5650000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:21.5650000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:21.5650000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:21.5650000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:21.5650000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:21.5650000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:21.6990000		Blue Fever prepares Shot on Ramuh 4183
00:07:21.6990000		Yujin Ahn prepares Storm's Eye on Ramuh 12033
00:07:21.6990000		Yujin Ahn prepares Attack on Ramuh 4063
00:07:21.8340000		Dan Tam prepares Bhavacakra on Ramuh 18150 (CRITICAL)
00:07:21.9220000		Yoo Rose Ruin III Ramuh 16632
00:07:21.9670000		Ruby Carbuncle Burning Strike Ramuh 4104
00:07:22.1000000		Blue Fever prepares Bloodletter on Ramuh 11333 (CRITICAL)
00:07:22.2340000		Yujin Ahn Attack Ramuh 4063
00:07:22.4120000		The limit break guage has been updated to 26660. 3 bars are available.
00:07:22.4570000		Blue Fever Shot Ramuh 4183
00:07:22.4570000		Dan Tam Bhavacakra Ramuh 18150
00:07:22.8610000		Blue Fever Burst Shot Ramuh 11321
00:07:22.9490000		Blue Fever prepares Sidewinder on Ramuh 8127 (CRITICAL)
00:07:23.0830000		Dan Tam prepares Attack on Ramuh 5845 (CRITICAL)
00:07:23.2160000		Dan Tam prepares Gust Slash on Ramuh 13064
00:07:23.3500000		Yujin Ahn Storm's Eye Ramuh 12033
00:07:23.3500000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:07:23.4840000		Blue Fever Sidewinder Ramuh 8127
00:07:23.4840000		Eos prepares Embrace on Yujin Ahn +4153
00:07:23.6180000		Dan Tam Attack Ramuh 5845
00:07:23.6180000		Dan Tam Gust Slash Ramuh 13064
00:07:23.7070000		Blue Fever Bloodletter Ramuh 11333
00:07:23.9300000		Yoo Rose prepares Ruin III on Ramuh 16459 (DIRECT HIT)
00:07:24.1090000		Eos Embrace Yujin Ahn 4153
00:07:24.2430000		Blue Fever prepares Stormbite on Ramuh 5003
00:07:24.4220000		Ruby Carbuncle prepares Burning Strike on Ramuh 5158 (DIRECT HIT)
00:07:24.4680000		Dengue Fever prepares Glare on Ramuh 34025 (CRITICAL)
00:07:24.5570000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:24.5570000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:24.5570000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:24.5570000		Eos gains Well Fed from Aihyooni Yoomi
00:07:24.5570000		Eos gains Mage's Ballad from Blue Fever
00:07:24.5570000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:24.5570000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:24.5570000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:24.5570000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:24.6020000		Minju Rose prepares Shield Lob on Ramuh 3439
00:07:24.6460000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:07:24.7350000		Yoo Rose Ruin III Ramuh 16459
00:07:24.7800000		Blue Fever prepares Shot on Ramuh 4029
00:07:25.2270000		Ruby Carbuncle Burning Strike Ramuh 5158
00:07:25.2720000		Ruby Carbuncle gains Summon Order from Ramuh
00:07:25.2720000		Dan Tam prepares Attack on Ramuh 3668
00:07:25.3160000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 13291
00:07:25.3610000		Yoo Rose prepares Fester on Ramuh 20280
00:07:25.4060000		Dan Tam prepares Armor Crush on Ramuh 17851
00:07:25.4060000		The limit break guage has been updated to 26830. 3 bars are available.
00:07:25.4950000		Minju Rose Shield Lob Ramuh 3439
00:07:25.5390000		Blue Fever Stormbite Ramuh 5003
00:07:25.5390000		Ramuh gains Stormbite from Blue Fever
00:07:25.5390000		Blue Fever Shot Ramuh 4029
00:07:25.7620000		Dengue Fever Glare Ramuh 34025
00:07:25.8070000		Dan Tam Attack Ramuh 3668
00:07:25.9410000		Ruby Carbuncle Crimson Cyclone Ramuh 13291
00:07:25.9410000		Yoo Rose gains Further Ruin from Yoo Rose
00:07:25.9860000		Yujin Ahn prepares Heavy Swing on Ramuh 6200
00:07:26.0310000		Dan Tam Armor Crush Ramuh 17851
00:07:26.1200000		Yujin Ahn prepares Attack on Ramuh 3979
00:07:26.2980000		Yoo Rose Fester Ramuh 20280
00:07:26.2990000		Aihyooni Yoomi prepares Broil III on Ramuh 14661
00:07:26.5230000		Yujin Ahn Heavy Swing Ramuh 6200
00:07:26.6560000		Yujin Ahn Attack Ramuh 3979
00:07:26.7010000		Blue Fever prepares Caustic Bite on Ramuh 8955 (DIRECT HIT)
00:07:26.7460000		Yujin Ahn prepares Onslaught on Ramuh 3267
00:07:26.8800000		Eos prepares Embrace on Yujin Ahn +4211
00:07:26.9700000		Minju Rose prepares Shield Lob on Ramuh 3306
00:07:27.1040000		Aihyooni Yoomi Broil III Ramuh 14661
00:07:27.1480000		Aihyooni Yoomi prepares Ruin II on Ramuh 10161
00:07:27.3710000		Yujin Ahn Onslaught Ramuh 3267
00:07:27.4600000		Dan Tam prepares Spinning Edge on Ramuh 10773 (DIRECT HIT)
00:07:27.4600000		Dan Tam prepares Attack on Ramuh 3666
00:07:27.5050000		Eos Embrace Yujin Ahn 4211
00:07:27.5050000		Ruby Carbuncle prepares Burning Strike on Ramuh 4171
00:07:27.5940000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:27.5940000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:27.5940000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:27.5940000		Eos gains Mage's Ballad from Blue Fever
00:07:27.5940000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:27.5940000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:27.5940000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:27.5940000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:27.8610000		Minju Rose Shield Lob Ramuh 3306
00:07:27.8610000		Dan Tam Spinning Edge Ramuh 10773
00:07:27.8610000		Blue Fever prepares Shot on Ramuh 4165
00:07:27.8610000		Dengue Fever prepares Medica II on Dengue Fever +8977
00:07:27.8610000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9042
00:07:27.8610000		Dengue Fever prepares Medica II on Blue Fever +9158
00:07:27.8610000		Dengue Fever prepares Medica II on Minju Rose +8886
00:07:27.8610000		Dengue Fever prepares Medica II on Yoo Rose +9143
00:07:27.8610000		Dengue Fever prepares Medica II on Dan Tam +14634 (CRITICAL)
00:07:27.8610000		Dengue Fever prepares Medica II on Yujin Ahn +8977
00:07:27.9950000		Blue Fever Caustic Bite Ramuh 8955
00:07:27.9950000		Ramuh gains Caustic Bite from Blue Fever
00:07:27.9950000		Dan Tam Attack Ramuh 3666
00:07:28.0830000		Aihyooni Yoomi Ruin II Ramuh 10161
00:07:28.3060000		Ruby Carbuncle Burning Strike Ramuh 4171
00:07:28.3960000		Yujin Ahn prepares Maim on Ramuh 14769 (CRITICAL)
00:07:28.3960000		The limit break guage has been updated to 27000. 3 bars are available.
00:07:28.6190000		Blue Fever Shot Ramuh 4165
00:07:28.6640000		Dengue Fever prepares Lucid Dreaming on Dengue Fever 
00:07:28.7090000		Will Of Ixion Gallop  0
00:07:28.7090000		Dengue Fever gains Medica II from Dengue Fever
00:07:28.8430000		Dengue Fever Medica II Aihyooni Yoomi 9042
00:07:28.8430000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:07:28.9770000		Will Of Ixion Gallop  0
00:07:28.9770000		Blue Fever gains Medica II from Dengue Fever
00:07:29.0210000		Yujin Ahn Maim Ramuh 14769
00:07:29.0210000		Dan Tam gains Surge Protection from 
00:07:29.0210000		Yoo Rose prepares Ruin III on Ramuh 17163 (DIRECT HIT)
00:07:29.1110000		Will Of Ixion Gallop  0
00:07:29.1110000		Minju Rose gains Medica II from Dengue Fever
00:07:29.1540000		Blue Fever prepares Burst Shot on Ramuh 11604
00:07:29.2430000		Dengue Fever Medica II Yoo Rose 9143
00:07:29.2430000		Yoo Rose gains Medica II from Dengue Fever
00:07:29.2880000		Will Of Ixion Gallop  0
00:07:29.2880000		Dengue Fever gains Lucid Dreaming from Dengue Fever
00:07:29.2880000		Aihyooni Yoomi gains Surge Protection from 
00:07:29.3770000		Dan Tam gains Medica II from Dengue Fever
00:07:29.3770000		Minju Rose prepares Shield Lob on Ramuh 5331 (CRITICAL)
00:07:29.5110000		Dengue Fever Medica II Dengue Fever 8977
00:07:29.5110000		Yujin Ahn gains Medica II from Dengue Fever
00:07:29.5110000		Yoo Rose gains Surge Protection from 
00:07:29.5110000		Yujin Ahn prepares Attack on Ramuh 6886 (CRITICAL)
00:07:29.6890000		Dengue Fever prepares Swiftcast on Dengue Fever 
00:07:29.6890000		Dengue Fever gains Swiftcast from Dengue Fever
00:07:29.8230000		Yoo Rose Ruin III Ramuh 17163
00:07:29.8230000		Will Of Ixion Gallop  0
00:07:29.8670000		Dan Tam prepares Gust Slash on Ramuh 20029 (CRITICAL)
00:07:29.9570000		Blue Fever prepares Bloodletter on Ramuh 9727 (DIRECT HIT)
00:07:30.0450000		Yujin Ahn Attack Ramuh 6886
00:07:30.2670000		Minju Rose Shield Lob Ramuh 5331
00:07:30.2670000		Dan Tam Gust Slash Ramuh 20029
00:07:30.5340000		Eos prepares Embrace on Yujin Ahn +4266
00:07:30.5800000		Ramuh prepares Judgment Volts on Ramuh 
00:07:30.5800000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:30.5800000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:30.5800000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:30.5800000		Eos gains Mage's Ballad from Blue Fever
00:07:30.5800000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:30.5800000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:30.5800000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:30.5800000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:30.6230000		Blue Fever Burst Shot Ramuh 11604
00:07:30.6680000		Dan Tam prepares Attack on Ramuh 3838
00:07:30.7560000		Ruby Carbuncle prepares Burning Strike on Ramuh 6639 (CRITICAL)
00:07:30.8020000		Blue Fever prepares Empyreal Arrow on Ramuh 10960
00:07:30.9340000		Blue Fever prepares Shot on Ramuh 5256 (DIRECT HIT)
00:07:31.0670000		Ramuh prepares Judgment Volts on Dan Tam 70530
00:07:31.0670000		Ramuh prepares Judgment Volts on Yujin Ahn 44332
00:07:31.0670000		Ramuh prepares Judgment Volts on Dengue Fever 65705
00:07:31.0670000		Ramuh prepares Judgment Volts on Minju Rose 43608
00:07:31.0670000		Ramuh prepares Judgment Volts on Yoo Rose 68255
00:07:31.0670000		Ramuh prepares Judgment Volts on Blue Fever 73043
00:07:31.0670000		Ramuh prepares Judgment Volts on Aihyooni Yoomi 69341
00:07:31.1120000		Yujin Ahn prepares Fell Cleave on Ramuh 19713
00:07:31.1560000		Eos Embrace Yujin Ahn 4266
00:07:31.2010000		Dan Tam Attack Ramuh 3838
00:07:31.3800000		The limit break guage has been updated to 27170. 3 bars are available.
00:07:31.5560000		Blue Fever Bloodletter Ramuh 9727
00:07:31.5560000		Ruby Carbuncle Burning Strike Ramuh 6639
00:07:31.6020000		Ramuh Judgment Volts Dan Tam 70530
00:07:31.6020000		Blue Fever prepares Burst Shot on Ramuh 10948
00:07:31.6450000		Ramuh Judgment Volts Yujin Ahn 44332
00:07:31.6450000		Yoo Rose prepares Ruin III on Ramuh 16521 (DIRECT HIT)
00:07:31.6450000		Aihyooni Yoomi prepares Broil III on Ramuh 13014
00:07:31.6900000		Ramuh Judgment Volts Dengue Fever 65705
00:07:31.6900000		Blue Fever Shot Ramuh 5256
00:07:31.7340000		Ramuh Judgment Volts Minju Rose 43608
00:07:31.7800000		Ramuh Judgment Volts Yoo Rose 68255
00:07:31.7800000		Yujin Ahn Fell Cleave Ramuh 19713
00:07:31.7800000		Minju Rose prepares Shield Lob on Ramuh 5205 (CRITICAL)
00:07:31.7800000		Dengue Fever prepares Raise on Run Escape 
00:07:31.7800000		Yoo Rose gains Surge Protection from 
00:07:31.8240000		Ramuh Judgment Volts Blue Fever 73043
00:07:31.8690000		Ramuh Judgment Volts Aihyooni Yoomi 69341
00:07:31.8690000		Blue Fever Empyreal Arrow Ramuh 10960
00:07:31.9580000		Dan Tam prepares Aeolian Edge on Ramuh 36653 (CRITICAL)
00:07:32.2700000		Yoo Rose prepares Ruin IV on Ramuh 19683
00:07:32.2700000		Yoo Rose gains Further Ruin from Yoo Rose
00:07:32.3150000		Blue Fever prepares Bloodletter on Ramuh 7002
00:07:32.4480000		Yoo Rose Ruin III Ramuh 16521
00:07:32.4480000		Aihyooni Yoomi Broil III Ramuh 13014
00:07:32.4930000		Dan Tam Aeolian Edge Ramuh 36653
00:07:32.6710000		Minju Rose Shield Lob Ramuh 5205
00:07:32.8490000		Dan Tam prepares Attack on Ramuh 3513
00:07:32.8940000		Yujin Ahn prepares Attack on Ramuh 4005
00:07:32.9380000		Run Escape gains Raise from Dengue Fever
00:07:32.9830000		Yoo Rose prepares Tri-Disaster on Ramuh 19947
00:07:32.9830000		Ramuh gains Bio III from Yoo Rose
00:07:32.9830000		Ramuh gains Miasma III from Yoo Rose
00:07:33.0720000		Dengue Fever Medica II Dengue Fever 10948
00:07:33.0720000		Yoo Rose Ruin IV Ramuh 19683
00:07:33.2940000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:07:33.2940000		Yujin Ahn gains Inner Release from Yujin Ahn
00:07:33.3830000		Dan Tam Attack Ramuh 3513
00:07:33.4270000		Yujin Ahn Attack Ramuh 4005
00:07:33.5600000		Minju Rose gains Mage's Ballad from Blue Fever
00:07:33.5600000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:07:33.5600000		Dan Tam gains Mage's Ballad from Blue Fever
00:07:33.5600000		Eos gains Mage's Ballad from Blue Fever
00:07:33.5600000		Yoo Rose gains Mage's Ballad from Blue Fever
00:07:33.5600000		Dengue Fever gains Mage's Ballad from Blue Fever
00:07:33.5600000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:07:33.5600000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:07:33.6940000		Yoo Rose prepares Dreadwyrm Trance on Yoo Rose 
00:07:33.7830000		Yoo Rose Tri-Disaster Ramuh 19947
00:07:33.9160000		Blue Fever Bloodletter Ramuh 7002
00:07:34.0050000		Ruby Carbuncle prepares Burning Strike on Ramuh 5276 (DIRECT HIT)
00:07:34.0050000		Blue Fever prepares Shot on Ramuh 5173 (DIRECT HIT)
00:07:34.0050000		Yujin Ahn prepares Fell Cleave on Ramuh 37515 (CRITICAL)
00:07:34.0500000		Dan Tam prepares Spinning Edge on Ramuh 8032
00:07:34.0940000		Eos prepares Embrace on Aihyooni Yoomi +4240
00:07:34.1390000		Blue Fever prepares Burst Shot on Ramuh 10487
00:07:34.1840000		Minju Rose prepares Shield Lob on Ramuh 3073
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Dengue Fever +14010
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Aihyooni Yoomi +13825
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Minju Rose +20950 (CRITICAL)
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Dan Tam +21037 (CRITICAL)
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Yoo Rose +13453
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Blue Fever +13575
00:07:34.2720000		Dengue Fever prepares Afflatus Rapture on Yujin Ahn +14031
00:07:34.4070000		The limit break guage has been updated to 27340. 3 bars are available.
00:07:34.4510000		Dan Tam Spinning Edge Ramuh 8032
00:07:34.4950000		Aihyooni Yoomi prepares Broil III on Ramuh 16798 (DIRECT HIT)
00:07:34.5850000		Ramuh prepares Unknown_4Bc9 on Minju Rose 25994
00:07:34.6290000		Yujin Ahn Fell Cleave Ramuh 37515
00:07:34.7190000		Eos Embrace Aihyooni Yoomi 4240
00:07:34.7190000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:07:34.7190000		Yujin Ahn prepares Upheaval on Ramuh 28034 (CRITICAL)
00:07:34.7620000		Blue Fever Shot Ramuh 5173
00:07:34.8070000		Ruby Carbuncle Burning Strike Ramuh 5276
00:07:34.8510000		Dengue Fever Afflatus Rapture Dengue Fever 14010
00:07:34.8510000		Dan Tam gains Surge Protection from 
00:07:34.9850000		Dengue Fever Afflatus Rapture Aihyooni Yoomi 13825
00:07:35.0740000		Minju Rose Shield Lob Ramuh 3073
00:07:35.0740000		Dengue Fever prepares Assize on Ramuh 52959 (CRITICAL)
00:07:35.0740000		Dengue Fever prepares Assize on Dengue Fever +17993
00:07:35.0740000		Dengue Fever prepares Assize on Minju Rose +18207
00:07:35.0740000		Dengue Fever prepares Assize on Aihyooni Yoomi +18351
00:07:35.0740000		Dengue Fever prepares Assize on Yoo Rose +18254
00:07:35.0740000		Dengue Fever prepares Assize on Dan Tam +18099
00:07:35.0740000		Dengue Fever prepares Assize on Blue Fever +28858 (CRITICAL)
00:07:35.0740000		Dengue Fever prepares Assize on Yujin Ahn +27898 (CRITICAL)
00:07:35.1180000		Dengue Fever Afflatus Rapture Minju Rose 20950
00:07:35.1630000		Minju Rose prepares Attack on Ramuh 2926 (DIRECT HIT)
00:07:35.2520000		Dengue Fever Afflatus Rapture Dan Tam 21037
00:07:35.2960000		Aihyooni Yoomi Broil III Ramuh 16798
00:07:35.3850000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:07:35.3850000		Dengue Fever Afflatus Rapture Yoo Rose 13453
00:07:35.3850000		Yujin Ahn Upheaval Ramuh 28034
00:07:35.3850000		Ramuh Unknown_4Bc9 Minju Rose 25994
00:07:35.4300000		Ruby Carbuncle prepares Flaming Crush on  
00:07:35.5190000		Dengue Fever Afflatus Rapture Blue Fever 13575
00:07:35.6080000		Blue Fever Burst Shot Ramuh 10487
00:07:35.6520000		Dengue Fever Afflatus Rapture Yujin Ahn 14031
00:07:35.6970000		Minju Rose Attack Ramuh 2926
00:07:35.7410000		Dengue Fever Assize Ramuh 52959
00:07:35.8740000		Dengue Fever Assize Dengue Fever 17993
00:07:36.0070000		Dengue Fever Assize Minju Rose 18207
00:07:36.0520000		Dan Tam prepares Attack on Ramuh 4551 (DIRECT HIT)
00:07:36.1400000		Dengue Fever Assize Aihyooni Yoomi 18351
00:07:36.1400000		Dan Tam prepares Gust Slash on Ramuh 15026 (DIRECT HIT)
00:07:36.2730000		Dengue Fever Assize Yoo Rose 18254
00:07:36.2740000		Yujin Ahn prepares Attack on Ramuh 7737 (CRITICAL)
00:07:36.4070000		Dengue Fever Assize Dan Tam 18099
