-00:00:01.8170000		Run Escape casts Ruin III on Ramuh
00:04:56.5110000		Demi-Phoenix prepares Everlasting Flight on Minju Rose +1868 (CRITICAL)
00:04:56.5110000		Demi-Phoenix prepares Everlasting Flight on Yujin Ahn +1868 (CRITICAL)
00:04:56.6000000		Yujin Ahn gains Fey Illumination from Eos
00:04:56.6440000		Yujin Ahn prepares Attack on Ramuh 3922
00:04:56.6880000		Eos prepares Embrace on Run Escape +6870 (CRITICAL)
00:04:56.7320000		Blue Fever gains Fey Illumination from Eos
00:04:56.8660000		Minju Rose gains Fey Illumination from Eos
00:04:56.8660000		Dengue Fever Glare Ramuh 39292
00:04:56.8660000		Minju Rose prepares Fast Blade on Ramuh 5177
00:04:56.9100000		Minju Rose Attack Ramuh 2271
00:04:56.9100000		Dan Tam Attack Ramuh 3426
00:04:56.9990000		Dan Tam gains Fey Illumination from Eos
00:04:57.0430000		Run Escape prepares Enkindle Phoenix on Ramuh 
00:04:57.0870000		Blue Fever prepares Refulgent Arrow on Ramuh 23657 (CRITICAL)
00:04:57.1320000		Aihyooni Yoomi gains Fey Illumination from Eos
00:04:57.1320000		Yoo Rose prepares Brand Of Purgatory on Ramuh 22249
00:04:57.1760000		Yujin Ahn Attack Ramuh 3922
00:04:57.1760000		Demi-Phoenix prepares Scarlet Flame on Ramuh 12001 (CRITICAL)
00:04:57.2210000		Yujin Ahn prepares Maim on Ramuh 8686
00:04:57.3100000		Run Escape Fountain Of Fire Ramuh 33818
00:04:57.4430000		Run Escape gains Everlasting Flight from Demi-Phoenix
00:04:57.4870000		Minju Rose Fast Blade Ramuh 5177
00:04:57.5320000		Dan Tam prepares Armor Crush on Ramuh 17729
00:04:57.5320000		Dan Tam gains Bunshin from Dan Tam
00:04:57.5760000		Dan Tam gains Everlasting Flight from Demi-Phoenix
00:04:57.6210000		Bunshin prepares Armor Crush on Ramuh 6795
00:04:57.7100000		Aihyooni Yoomi gains Everlasting Flight from Demi-Phoenix
00:04:57.7100000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:04:57.7100000		Demi-Phoenix gains Summon Order III from Ramuh
00:04:57.7540000		Demi-Phoenix prepares Revelation on Ramuh 32212
00:04:57.8440000		Minju Rose gains Everlasting Flight from Demi-Phoenix
00:04:57.8440000		Yujin Ahn Maim Ramuh 8686
00:04:57.8440000		The limit break guage has been updated to 17300. 3 bars are available.
00:04:57.8880000		Ramuh prepares Chain Lightning on Ramuh 19396
00:04:57.9340000		Yoo Rose Brand Of Purgatory Ramuh 22249
00:04:57.9340000		Blue Fever gains Army's Muse from Blue Fever
00:04:57.9340000		Blue Fever prepares The Wanderer's Minuet on Ramuh 4738 (DIRECT HIT)
00:04:57.9340000		Eos gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:04:57.9340000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:04:57.9770000		Yujin Ahn gains Everlasting Flight from Demi-Phoenix
00:04:58.0220000		Aihyooni Yoomi prepares Broil III on Ramuh 18400
00:04:58.1550000		Dan Tam Armor Crush Ramuh 17729
00:04:58.1990000		Demi-Phoenix Scarlet Flame Ramuh 12001
00:04:58.2430000		Bunshin Armor Crush Ramuh 6795
00:04:58.4220000		Blue Fever prepares Shot on Ramuh 4084
00:04:58.4660000		Dengue Fever prepares Medica II on Dengue Fever +15249 (CRITICAL)
00:04:58.4660000		Dengue Fever prepares Medica II on Yoo Rose +10190
00:04:58.4660000		Dengue Fever prepares Medica II on Blue Fever +10040
00:04:58.4660000		Dengue Fever prepares Medica II on Yujin Ahn +9886
00:04:58.4660000		Dengue Fever prepares Medica II on Minju Rose +9980
00:04:58.4660000		Dengue Fever prepares Medica II on Dan Tam +9859
00:04:58.4660000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9903
00:04:58.5540000		Blue Fever Refulgent Arrow Ramuh 23657
00:04:58.5990000		Blue Fever The Wanderer's Minuet Ramuh 4738
00:04:58.5990000		Dan Tam prepares Attack on Ramuh 3583
00:04:58.5990000		Ruby Carbuncle gains Well Fed from Yoo Rose
00:04:58.5990000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:04:58.6440000		Minju Rose prepares Attack on Ramuh 3792 (CRITICAL)
00:04:58.6440000		Dengue Fever gains Electrified from 
00:04:58.6440000		Aihyooni Yoomi gains Electrified from 
00:04:58.7760000		Run Escape prepares Brand Of Purgatory on Ramuh 29419 (DIRECT HIT)
00:04:58.8210000		Demi-Phoenix Revelation Ramuh 32212
00:04:58.8210000		Aihyooni Yoomi Broil III Ramuh 18400
00:04:59.1320000		Dan Tam Attack Ramuh 3583
00:04:59.1320000		Blue Fever prepares Burst Shot on Ramuh 17318 (CRITICAL)
00:04:59.1760000		Blue Fever Shot Ramuh 4084
00:04:59.1760000		Minju Rose Attack Ramuh 3792
00:04:59.2650000		Minju Rose prepares Riot Blade on Ramuh 7914
00:04:59.3100000		Dengue Fever gains Medica II from Dengue Fever
00:04:59.3980000		Ramuh prepares Unknown_4Bc9 on Minju Rose +20965 (CRITICAL)
00:04:59.4420000		Yoo Rose gains Medica II from Dengue Fever
00:04:59.5760000		Blue Fever gains Medica II from Dengue Fever
00:04:59.5760000		Run Escape Brand Of Purgatory Ramuh 29419
00:04:59.5760000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:04:59.6210000		Dan Tam prepares Spinning Edge on Ramuh 10305 (DIRECT HIT)
00:04:59.7100000		Yujin Ahn gains Medica II from Dengue Fever
00:04:59.7100000		Bunshin prepares Spinning Edge on Ramuh 8906 (DIRECT HIT)
00:04:59.7540000		Demi-Phoenix prepares Scarlet Flame on Ramuh 9756 (DIRECT HIT)
00:04:59.7990000		Yujin Ahn prepares Storm's Eye on Ramuh 12038
00:04:59.8430000		Minju Rose gains Medica II from Dengue Fever
00:04:59.9320000		Blue Fever prepares Empyreal Arrow on Ramuh 13346 (DIRECT HIT)
00:04:59.9760000		Dan Tam gains Medica II from Dengue Fever
00:05:00.0210000		Minju Rose Riot Blade Ramuh 7914
00:05:00.0210000		Dan Tam Spinning Edge Ramuh 10305
00:05:00.0210000		Dengue Fever prepares Dia on Ramuh 7668
00:05:00.0210000		Yujin Ahn prepares Attack on Ramuh 3869
00:05:00.1090000		Bunshin Spinning Edge Ramuh 8906
00:05:00.1090000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:05:00.1980000		Ruby Carbuncle gains Summon Order from Ramuh
00:05:00.1980000		Ramuh Unknown_4Bc9 Minju Rose 20965
00:05:00.2870000		Dan Tam prepares Bhavacakra on Ramuh 21492 (CRITICAL)
00:05:00.5530000		Yujin Ahn Attack Ramuh 3869
00:05:00.5530000		Eos prepares Embrace on Minju Rose +6689 (CRITICAL)
00:05:00.5970000		Blue Fever Burst Shot Ramuh 17318
00:05:00.6410000		Aihyooni Yoomi prepares Broil III on Ramuh 17820
00:05:00.8190000		Demi-Phoenix Scarlet Flame Ramuh 9756
00:05:00.8190000		Dan Tam prepares Attack on Ramuh 3572
00:05:00.8190000		The limit break guage has been updated to 17470. 3 bars are available.
00:05:00.9070000		Minju Rose prepares Attack on Ramuh 3788 (CRITICAL)
00:05:00.9520000		Dan Tam Bhavacakra Ramuh 21492
00:05:00.9520000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 15967 (DIRECT HIT)
00:05:00.9960000		Blue Fever Empyreal Arrow Ramuh 13346
00:05:01.1290000		Blue Fever prepares Shot on Ramuh 4885 (DIRECT HIT)
00:05:01.1720000		Eos Embrace Minju Rose 6689
00:05:01.2620000		Run Escape prepares Fountain Of Fire on Ramuh 31514 (CRITICAL)
00:05:01.2620000		Run Escape gains Hellish Conduit from Run Escape
00:05:01.3060000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7761
00:05:01.3060000		Blue Fever prepares Iron Jaws on Ramuh 4819
00:05:01.3500000		Dan Tam Attack Ramuh 3572
00:05:01.3500000		Dengue Fever Dia Ramuh 7668
00:05:01.3500000		Ramuh gains Dia from Dengue Fever
00:05:01.4380000		Minju Rose Attack Ramuh 3788
00:05:01.4380000		Yujin Ahn Storm's Eye Ramuh 12038
00:05:01.4380000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:05:01.4380000		Aihyooni Yoomi Broil III Ramuh 17820
00:05:01.5720000		Ruby Carbuncle Crimson Cyclone Ramuh 15967
00:05:01.5720000		Yoo Rose gains Further Ruin from Yoo Rose
00:05:01.5720000		Ruby Carbuncle prepares Burning Strike on Ramuh 7712 (CRITICAL)
00:05:01.5720000		Eos gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:05:01.5720000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:05:01.6600000		Minju Rose prepares Goring Blade on Ramuh 13197 (DIRECT HIT)
00:05:01.6600000		Dengue Fever prepares Asylum on Dengue Fever 1911 (CRITICAL)
00:05:01.7040000		Ramuh prepares Chain Lightning on Dan Tam 17379
00:05:01.7040000		Ramuh prepares Chain Lightning on Yoo Rose 15876
00:05:01.7040000		Dan Tam prepares Gust Slash on Ramuh 12196
00:05:01.8810000		Blue Fever Shot Ramuh 4885
00:05:01.9700000		Blue Fever Iron Jaws Ramuh 4819
00:05:01.9700000		Ramuh gains Stormbite from Blue Fever
00:05:01.9700000		Ramuh gains Caustic Bite from Blue Fever
00:05:02.0150000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:05:02.0590000		Run Escape gains Aetherflow from Run Escape
00:05:02.0590000		Run Escape prepares Energy Drain on Ramuh 6222
00:05:02.1030000		Dan Tam Gust Slash Ramuh 12196
00:05:02.1480000		Yujin Ahn prepares Fell Cleave on Ramuh 17955
00:05:02.1920000		Minju Rose Goring Blade Ramuh 13197
00:05:02.1920000		Ramuh gains Goring Blade from Minju Rose
00:05:02.3250000		Run Escape Fountain Of Fire Ramuh 31514
00:05:02.3700000		Demi-Phoenix Scarlet Flame Ramuh 7761
00:05:02.3700000		Ruby Carbuncle Burning Strike Ramuh 7712
00:05:02.3700000		Ramuh Chain Lightning Dan Tam 17379
00:05:02.3700000		Dan Tam gains System Shock from Ramuh
00:05:02.3700000		Eos Fey Blessing Aihyooni Yoomi 15876
00:05:02.3700000		Yoo Rose gains System Shock from Ramuh
00:05:02.3700000		Dan Tam gains Electrified from 
00:05:02.3700000		Yoo Rose gains Electrified from 
00:05:02.5040000		Dengue Fever gains Asylum from Dengue Fever
00:05:02.5040000		Minju Rose prepares Requiescat on Ramuh 22498 (CRITICAL)
00:05:02.5040000		Minju Rose gains Asylum from Dengue Fever
00:05:02.5040000		Minju Rose gains Requiescat from Minju Rose
00:05:02.5040000		Dan Tam gains Asylum from Dengue Fever
00:05:02.5040000		Yujin Ahn gains Asylum from Dengue Fever
00:05:02.5040000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:05:02.6800000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:05:02.6800000		Blue Fever prepares Bloodletter on Ramuh 9120 (DIRECT HIT)
00:05:02.7240000		Ruby Carbuncle prepares Flaming Crush on Ramuh 19711 (CRITICAL)
00:05:02.8130000		Yujin Ahn Fell Cleave Ramuh 17955
00:05:02.8580000		Yoo Rose gains Aetherflow from Yoo Rose
00:05:02.8580000		Yoo Rose prepares Energy Drain on Ramuh 6244
00:05:02.8580000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:05:02.8580000		Run Escape gains Aetherflow from Run Escape
00:05:02.8580000		Run Escape prepares Fester on Ramuh 37325 (CRITICAL)
00:05:02.8580000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:05:03.0340000		Dan Tam prepares Attack on Ramuh 5625 (CRITICAL)
00:05:03.1230000		Run Escape Energy Drain Ramuh 6222
00:05:03.1670000		Minju Rose Requiescat Ramuh 22498
00:05:03.1670000		Minju Rose prepares Rampart on Minju Rose 
00:05:03.1670000		Minju Rose prepares Attack on Ramuh 2323
00:05:03.3440000		Aihyooni Yoomi prepares Broil III on Ramuh 17420
00:05:03.3890000		Yujin Ahn prepares Attack on Ramuh 6116 (CRITICAL)
00:05:03.4770000		Blue Fever prepares Burst Shot on Ramuh 10846
00:05:03.5650000		Dan Tam Attack Ramuh 5625
00:05:03.5660000		Yoo Rose gains Aetherflow from Yoo Rose
00:05:03.5660000		Yoo Rose prepares Fester on Ramuh 24896 (DIRECT HIT)
00:05:03.6980000		Minju Rose Attack Ramuh 2323
00:05:03.7880000		Run Escape Fester Ramuh 37325
00:05:03.7880000		Run Escape prepares Brand Of Purgatory on Ramuh 45442 (CRITICAL)
00:05:03.8320000		Minju Rose gains Rampart from Minju Rose
00:05:03.8320000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7537
00:05:03.8320000		Blue Fever prepares Shot on Ramuh 4163
00:05:03.8330000		The limit break guage has been updated to 17640. 3 bars are available.
00:05:03.8770000		Ruby Carbuncle Flaming Crush Ramuh 19711
00:05:03.8770000		Yoo Rose gains Further Ruin from Yoo Rose
00:05:03.8770000		Minju Rose prepares Sheltron on Minju Rose 1856
00:05:03.8770000		Dan Tam prepares Armor Crush on Ramuh 33716 (CRITICAL)
00:05:03.8770000		Minju Rose gains Sheltron from Minju Rose
00:05:03.9210000		Yoo Rose Energy Drain Ramuh 6244
00:05:03.9210000		Yujin Ahn Attack Ramuh 6116
00:05:03.9210000		Eos prepares Embrace on Dan Tam +4682
00:05:04.1430000		Aihyooni Yoomi Broil III Ramuh 17420
00:05:04.2750000		Blue Fever Bloodletter Ramuh 9120
00:05:04.4980000		Yoo Rose Fester Ramuh 24896
00:05:04.4980000		Yoo Rose prepares Ruin IV on Ramuh 37400 (CRITICAL)
00:05:04.4980000		Yujin Ahn prepares Inner Chaos on Ramuh 54602 (CRITICAL)
00:05:04.4980000		Minju Rose gains Asylum from Dengue Fever
00:05:04.4980000		Dan Tam gains Asylum from Dengue Fever
00:05:04.4980000		Yoo Rose gains Further Ruin from Yoo Rose
00:05:04.5420000		Dan Tam Armor Crush Ramuh 33716
00:05:04.5860000		Blue Fever Shot Ramuh 4163
00:05:04.5860000		Run Escape Brand Of Purgatory Ramuh 45442
00:05:04.5870000		Minju Rose prepares Fast Blade on Ramuh 8954 (CRITICAL)
00:05:04.5870000		Eos gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:05:04.5870000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:05:04.8970000		Demi-Phoenix Scarlet Flame Ramuh 7537
00:05:04.8970000		Ruby Carbuncle prepares Burning Strike on Ramuh 4117
00:05:04.9410000		Blue Fever Burst Shot Ramuh 10846
00:05:05.2080000		Minju Rose Fast Blade Ramuh 8954
00:05:05.2080000		Blue Fever prepares Pitch Perfect on Ramuh 27804 (DIRECT HIT)
00:05:05.2520000		Dan Tam prepares Attack on Ramuh 3517
00:05:05.2960000		Yoo Rose Ruin IV Ramuh 37400
00:05:05.2960000		Ramuh prepares Crippling Blow on Minju Rose 
00:05:05.4300000		Yujin Ahn Inner Chaos Ramuh 54602
00:05:05.4300000		Ramuh prepares Chain Lightning on Blue Fever 32949
00:05:05.4300000		Ramuh prepares Chain Lightning on Run Escape 16693
00:05:05.4300000		Minju Rose prepares Attack on Ramuh 2269
00:05:05.6960000		Ruby Carbuncle Burning Strike Ramuh 4117
00:05:05.7850000		Dan Tam Attack Ramuh 3517
00:05:05.7850000		Dengue Fever prepares Glare on Ramuh 20703
00:05:05.9620000		Minju Rose Attack Ramuh 2269
00:05:05.9620000		Blue Fever prepares Burst Shot on Ramuh 22094 (CRITICAL)
00:05:05.9620000		Dan Tam prepares Spinning Edge on Ramuh 12582 (CRITICAL)
00:05:05.9620000		Yujin Ahn prepares Nascent Flash on Minju Rose 
00:05:05.9620000		Blue Fever gains Straight Shot Ready from Blue Fever
00:05:06.0060000		Blue Fever Pitch Perfect Ramuh 27804
00:05:06.0950000		Ramuh Crippling Blow Minju Rose 89813
00:05:06.0950000		Ramuh Chain Lightning Blue Fever 32949
00:05:06.0950000		Blue Fever gains System Shock from Ramuh
00:05:06.0950000		Ramuh Chain Lightning Run Escape 16693
00:05:06.0950000		Run Escape gains System Shock from Ramuh
00:05:06.0950000		Blue Fever gains Electrified from 
00:05:06.0950000		Run Escape gains Electrified from 
00:05:06.2710000		Aihyooni Yoomi prepares Broil III on Ramuh 17144
00:05:06.2710000		Run Escape prepares Fountain Of Fire on Ramuh 16198
00:05:06.2710000		Run Escape gains Hellish Conduit from Run Escape
00:05:06.3150000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7642
00:05:06.3590000		Dan Tam Spinning Edge Ramuh 12582
00:05:06.5370000		Blue Fever prepares Shot on Ramuh 3838
00:05:06.6260000		Minju Rose gains Nascent Glint from Yujin Ahn
00:05:06.6260000		Yujin Ahn gains Nascent Flash from Yujin Ahn
00:05:06.6260000		Dengue Fever prepares Dia on Ramuh 9511 (DIRECT HIT)
00:05:06.6700000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:05:06.6700000		Yujin Ahn gains Inner Release from Yujin Ahn
00:05:06.7580000		Yujin Ahn prepares Attack on Ramuh 7889 (CRITICAL)
00:05:06.8030000		Dan Tam prepares Kassatsu on Dan Tam 
00:05:06.8030000		Dan Tam gains Kassatsu from Dan Tam
00:05:06.8470000		The limit break guage has been updated to 17810. 3 bars are available.
00:05:06.9800000		Minju Rose prepares Riot Blade on Ramuh 7856
00:05:07.0680000		Aihyooni Yoomi Broil III Ramuh 17144
00:05:07.1120000		Dengue Fever Glare Ramuh 20703
00:05:07.1120000		Eos prepares Embrace on Minju Rose +4802
00:05:07.2900000		Blue Fever Shot Ramuh 3838
00:05:07.2900000		Yujin Ahn Attack Ramuh 7889
00:05:07.3340000		Run Escape Fountain Of Fire Ramuh 16198
00:05:07.3770000		Demi-Phoenix Scarlet Flame Ramuh 7642
00:05:07.3780000		Yujin Ahn prepares Fell Cleave on Ramuh 34727 (CRITICAL)
00:05:07.4230000		Blue Fever Burst Shot Ramuh 22094
00:05:07.4230000		Ramuh prepares Unknown_4Bc9 on Minju Rose +15479 (CRITICAL)
00:05:07.4670000		Dan Tam prepares Attack on Ramuh 4552 (DIRECT HIT)
00:05:07.5120000		Dengue Fever prepares Lucid Dreaming on Dengue Fever 
00:05:07.5120000		Minju Rose gains Asylum from Dengue Fever
00:05:07.5120000		Dan Tam gains Asylum from Dengue Fever
00:05:07.5120000		Yujin Ahn gains Asylum from Dengue Fever
00:05:07.6020000		Eos gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:05:07.6020000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:05:07.6900000		Minju Rose prepares Attack on Ramuh 2294
00:05:07.7350000		Eos Embrace Minju Rose 4802
00:05:07.7350000		Minju Rose Riot Blade Ramuh 7856
00:05:07.7350000		Minju Rose prepares Fight Or Flight on Minju Rose 
00:05:07.9560000		Dengue Fever Dia Ramuh 9511
00:05:07.9560000		Ramuh gains Dia from Dengue Fever
00:05:08.0010000		Dan Tam Attack Ramuh 4552
00:05:08.0010000		Yujin Ahn Fell Cleave Ramuh 34727
00:05:08.0450000		Dan Tam prepares Ten on Dan Tam 
00:05:08.0450000		Dan Tam gains Mudra from Dan Tam
00:05:08.1330000		Dengue Fever gains Lucid Dreaming from Dengue Fever
00:05:08.1330000		Ruby Carbuncle prepares Burning Strike on Ramuh 5029 (DIRECT HIT)
00:05:08.1780000		Blue Fever prepares Refulgent Arrow on Ramuh 15835
00:05:08.2220000		Minju Rose Attack Ramuh 2294
00:05:08.2220000		Ramuh Unknown_4Bc9 Minju Rose 15479
00:05:08.2220000		Dengue Fever prepares Temperance on Dengue Fever 1872
00:05:08.4000000		Minju Rose gains Fight Or Flight from Minju Rose
00:05:08.4000000		Yujin Ahn prepares Upheaval on Ramuh 26420 (CRITICAL)
00:05:08.4440000		Minju Rose prepares Circle Of Scorn on Ramuh 4100
00:05:08.5770000		Dan Tam prepares Chi on Dan Tam 
00:05:08.5770000		Dan Tam gains Mudra from Dan Tam
00:05:08.7540000		Run Escape prepares Brand Of Purgatory on Ramuh 23697
00:05:08.7990000		Demi-Phoenix prepares Scarlet Flame on Ramuh 9976 (DIRECT HIT)
00:05:08.7990000		Yoo Rose prepares Miasma III on Ramuh 2803
00:05:08.8430000		Yujin Ahn gains Temperance from Dengue Fever
00:05:08.8430000		Minju Rose gains Temperance from Dengue Fever
00:05:08.8430000		Dengue Fever gains Temperance from Dengue Fever
00:05:08.8430000		Dengue Fever gains Temperance from Dengue Fever
00:05:08.8430000		Run Escape gains Temperance from Dengue Fever
00:05:08.8430000		Blue Fever gains Temperance from Dengue Fever
00:05:08.8430000		Yoo Rose gains Temperance from Dengue Fever
00:05:08.8430000		Aihyooni Yoomi gains Temperance from Dengue Fever
00:05:08.8430000		Dan Tam gains Temperance from Dengue Fever
00:05:08.9320000		Ruby Carbuncle Burning Strike Ramuh 5029
00:05:09.0660000		Yujin Ahn Upheaval Ramuh 26420
00:05:09.0660000		Dan Tam prepares Jin on Dan Tam 
00:05:09.0660000		Dan Tam gains Mudra from Dan Tam
00:05:09.1540000		Ramuh prepares Chain Lightning on Aihyooni Yoomi 29081
00:05:09.1540000		Ramuh prepares Chain Lightning on Dengue Fever 27257
00:05:09.1540000		Minju Rose prepares Intervene on Ramuh 11177 (CRITICAL)
00:05:09.4640000		Minju Rose Circle Of Scorn Ramuh 4100
00:05:09.4640000		Ramuh gains Circle Of Scorn from Minju Rose
00:05:09.4640000		Yoo Rose Miasma III Ramuh 2803
00:05:09.4640000		Ramuh gains Miasma III from Yoo Rose
00:05:09.4640000		Yoo Rose prepares Bio III on Ramuh +1214 (CRITICAL)
00:05:09.4640000		Ramuh gains Bio III from Yoo Rose
00:05:09.5080000		Run Escape prepares Enkindle Phoenix on Ramuh 
00:05:09.5530000		Run Escape Brand Of Purgatory Ramuh 23697
00:05:09.5530000		Dan Tam prepares Suiton on Ramuh 34970 (DIRECT HIT)
00:05:09.5530000		Dan Tam gains Suiton from Dan Tam
00:05:09.5980000		Blue Fever prepares Shot on Ramuh 4200
00:05:09.6420000		Blue Fever Refulgent Arrow Ramuh 15835
00:05:09.6860000		Dan Tam prepares Attack on Ramuh 3727
00:05:09.7300000		Minju Rose Intervene Ramuh 11177
00:05:09.7300000		Yujin Ahn prepares Fell Cleave on Ramuh 35685 (CRITICAL)
00:05:09.8190000		Ramuh Chain Lightning Aihyooni Yoomi 29081
00:05:09.8190000		Aihyooni Yoomi gains System Shock from Ramuh
00:05:09.8190000		Ramuh Chain Lightning Dengue Fever 27257
00:05:09.8190000		Dengue Fever gains System Shock from Ramuh
00:05:09.8190000		Aihyooni Yoomi prepares Broil III on Ramuh 18442
00:05:09.8190000		The limit break guage has been updated to 17980. 3 bars are available.
00:05:09.8190000		Dengue Fever gains Electrified from 
00:05:09.8190000		Aihyooni Yoomi gains Electrified from 
00:05:09.8630000		Demi-Phoenix Scarlet Flame Ramuh 9976
00:05:09.8630000		Minju Rose prepares Royal Authority on Ramuh 19210
00:05:09.8630000		Minju Rose gains Sword Oath from Minju Rose
00:05:09.9520000		Minju Rose prepares Attack on Ramuh 4728 (CRITICAL)
00:05:10.1290000		Yujin Ahn prepares Attack on Ramuh 7795 (CRITICAL)
00:05:10.1740000		Demi-Phoenix gains Summon Order III from Ramuh
00:05:10.2180000		Dan Tam Attack Ramuh 3727
00:05:10.2180000		Demi-Phoenix prepares Revelation on Ramuh 32377
00:05:10.2180000		Yoo Rose prepares Fester on Ramuh 19771
00:05:10.3060000		Run Escape prepares Fester on Ramuh 20321
00:05:10.3500000		Blue Fever Shot Ramuh 4200
00:05:10.3960000		Yujin Ahn Fell Cleave Ramuh 35685
00:05:10.4400000		Minju Rose Royal Authority Ramuh 19210
00:05:10.4400000		Ramuh prepares Unknown_4Bc9 on Minju Rose +13365 (CRITICAL)
00:05:10.4850000		Minju Rose Attack Ramuh 4728
00:05:10.4850000		Yujin Ahn gains Asylum from Dengue Fever
00:05:10.4850000		Minju Rose gains Asylum from Dengue Fever
00:05:10.4850000		Dan Tam gains Asylum from Dengue Fever
00:05:10.4850000		Yujin Ahn prepares Onslaught on Ramuh 6046 (CRITICAL)
00:05:10.4850000		Aihyooni Yoomi prepares Biolysis on Ramuh 
00:05:10.5280000		Dan Tam Suiton Ramuh 34970
00:05:10.5280000		Eos prepares Embrace on Aihyooni Yoomi +6673 (CRITICAL)
00:05:10.5730000		Eos gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:05:10.5730000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:05:10.6170000		Aihyooni Yoomi Broil III Ramuh 18442
